,text,newText
0,"After crossing the Nullarbor, and in tribute to @WiebeWkkr, there is only one way to celebrate 🙂🍻 https://t.co/aIIsxtvK13","['crossing', 'Nullarbor', ' ', 'tribute', '  ', 'way', 'celebrate', '   ']"
1,"#parks #canningvale #cityofcanning #perth #soperth @ Canning Vale, Western Australia https://t.co/MYJAtt0sVF","['#arks', '#anningvale', '#ityofcanning', '#erth', '#operth', ' ', 'Canning', 'Vale', ' ', 'Western', 'Australia']"
2,"#parks #canningvale #cityofcanning #perth #soperth @ Canning Vale, Western Australia https://t.co/MYJAtt0sVF","['#arks', '#anningvale', '#ityofcanning', '#erth', '#operth', ' ', 'Canning', 'Vale', ' ', 'Western', 'Australia']"
3,"5 jobs I’ve had 

1. Nurse
2. Missionary 
3. Entrepreneur - Caterer
4. International recruiter 
5. Business Systems Lead","['  ', 'jobs', 've', '     ', 'Nurse', '   ', 'Missionary', '    ', 'Entrepreneur', '  ', 'Caterer', '   ', 'International', 'recruiter', '    ', 'Business', 'Systems', 'Lead']"
4,"#parks #canningvale #cityofcanning #perth #soperth @ Canning Vale, Western Australia https://t.co/MYJAtt0sVF","['#arks', '#anningvale', '#ityofcanning', '#erth', '#operth', ' ', 'Canning', 'Vale', ' ', 'Western', 'Australia']"
5,"#parks #canningvale #cityofcanning #perth #soperth @ Canning Vale, Western Australia https://t.co/MYJAtt0sVF","['#arks', '#anningvale', '#ityofcanning', '#erth', '#operth', ' ', 'Canning', 'Vale', ' ', 'Western', 'Australia']"
6,"5 jobs I’ve had 

1. Nurse
2. Missionary 
3. Entrepreneur - Caterer
4. International recruiter 
5. Business Systems Lead","['  ', 'jobs', 've', '     ', 'Nurse', '   ', 'Missionary', '    ', 'Entrepreneur', '  ', 'Caterer', '   ', 'International', 'recruiter', '    ', 'Business', 'Systems', 'Lead']"
7,"5 jobs I’ve had 

1. Nurse
2. Missionary 
3. Entrepreneur - Caterer
4. International recruiter 
5. Business Systems Lead","['  ', 'jobs', 've', '     ', 'Nurse', '   ', 'Missionary', '    ', 'Entrepreneur', '  ', 'Caterer', '   ', 'International', 'recruiter', '    ', 'Business', 'Systems', 'Lead']"
8,"#parks #canningvale #cityofcanning #perth #soperth @ Canning Vale, Western Australia https://t.co/MYJAtt0sVF","['#arks', '#anningvale', '#ityofcanning', '#erth', '#operth', ' ', 'Canning', 'Vale', ' ', 'Western', 'Australia']"
9,"5 jobs I’ve had 

1. Nurse
2. Missionary 
3. Entrepreneur - Caterer
4. International recruiter 
5. Business Systems Lead","['  ', 'jobs', 've', '     ', 'Nurse', '   ', 'Missionary', '    ', 'Entrepreneur', '  ', 'Caterer', '   ', 'International', 'recruiter', '    ', 'Business', 'Systems', 'Lead']"
10,"#parks #canningvale #cityofcanning #perth #soperth @ Canning Vale, Western Australia https://t.co/MYJAtt0sVF","['#arks', '#anningvale', '#ityofcanning', '#erth', '#operth', ' ', 'Canning', 'Vale', ' ', 'Western', 'Australia']"
11,"5 jobs I’ve had 

1. Nurse
2. Missionary 
3. Entrepreneur - Caterer
4. International recruiter 
5. Business Systems Lead","['  ', 'jobs', 've', '     ', 'Nurse', '   ', 'Missionary', '    ', 'Entrepreneur', '  ', 'Caterer', '   ', 'International', 'recruiter', '    ', 'Business', 'Systems', 'Lead']"
12,"5 jobs I’ve had 

1. Nurse
2. Missionary 
3. Entrepreneur - Caterer
4. International recruiter 
5. Business Systems Lead","['  ', 'jobs', 've', '     ', 'Nurse', '   ', 'Missionary', '    ', 'Entrepreneur', '  ', 'Caterer', '   ', 'International', 'recruiter', '    ', 'Business', 'Systems', 'Lead']"
13,#socialanxietydisorder #liveyourlife #loveyourself #depression #mentalillness #instagood #likeforlikes @ Shenton Pa… https://t.co/BAcMIdW2ms,"['#ocialanxietydisorder', '#iveyourlife', '#oveyourself', '#epression', '#entalillness', '#nstagood', '#ikeforlikes', ' ', 'Shenton', 'Pa', ' ']"
14,"5 jobs I’ve had 

1. Nurse
2. Missionary 
3. Entrepreneur - Caterer
4. International recruiter 
5. Business Systems Lead","['  ', 'jobs', 've', '     ', 'Nurse', '   ', 'Missionary', '    ', 'Entrepreneur', '  ', 'Caterer', '   ', 'International', 'recruiter', '    ', 'Business', 'Systems', 'Lead']"
15,Turns out I can’t eat now either.,"['Turns', 't', 'eat']"
16,#socialanxietydisorder #liveyourlife #loveyourself #depression #mentalillness #instagood #likeforlikes @ Shenton Pa… https://t.co/BAcMIdW2ms,"['#ocialanxietydisorder', '#iveyourlife', '#oveyourself', '#epression', '#entalillness', '#nstagood', '#ikeforlikes', ' ', 'Shenton', 'Pa', ' ']"
17,#socialanxietydisorder #liveyourlife #loveyourself #depression #mentalillness #instagood #likeforlikes @ Shenton Pa… https://t.co/BAcMIdW2ms,"['#ocialanxietydisorder', '#iveyourlife', '#oveyourself', '#epression', '#entalillness', '#nstagood', '#ikeforlikes', ' ', 'Shenton', 'Pa', ' ']"
18,"#parks #canningvale #cityofcanning #perth #soperth @ Canning Vale, Western Australia https://t.co/MYJAtt0sVF","['#arks', '#anningvale', '#ityofcanning', '#erth', '#operth', ' ', 'Canning', 'Vale', ' ', 'Western', 'Australia']"
19,"#parks #canningvale #cityofcanning #perth #soperth @ Canning Vale, Western Australia https://t.co/MYJAtt0sVF","['#arks', '#anningvale', '#ityofcanning', '#erth', '#operth', ' ', 'Canning', 'Vale', ' ', 'Western', 'Australia']"
20,"#parks #canningvale #cityofcanning #perth #soperth @ Canning Vale, Western Australia https://t.co/MYJAtt0sVF","['#arks', '#anningvale', '#ityofcanning', '#erth', '#operth', ' ', 'Canning', 'Vale', ' ', 'Western', 'Australia']"
21,@GaryRMartin3 Does being Canadian give us an exception??? Sorry eh.,"[' ', 'Canadian', 'exception', '   ', 'Sorry', 'eh']"
22,"#parks #canningvale #cityofcanning #perth #soperth @ Canning Vale, Western Australia https://t.co/MYJAtt0sVF","['#arks', '#anningvale', '#ityofcanning', '#erth', '#operth', ' ', 'Canning', 'Vale', ' ', 'Western', 'Australia']"
23,"#parks #canningvale #cityofcanning #perth #soperth @ Canning Vale, Western Australia https://t.co/MYJAtt0sVF","['#arks', '#anningvale', '#ityofcanning', '#erth', '#operth', ' ', 'Canning', 'Vale', ' ', 'Western', 'Australia']"
24,"#parks #canningvale #cityofcanning #perth #soperth @ Canning Vale, Western Australia https://t.co/MYJAtt0sVF","['#arks', '#anningvale', '#ityofcanning', '#erth', '#operth', ' ', 'Canning', 'Vale', ' ', 'Western', 'Australia']"
25,@GaryRMartin3 Does being Canadian give us an exception??? Sorry eh.,"[' ', 'Canadian', 'exception', '   ', 'Sorry', 'eh']"
26,@GaryRMartin3 Does being Canadian give us an exception??? Sorry eh.,"[' ', 'Canadian', 'exception', '   ', 'Sorry', 'eh']"
27,@GaryRMartin3 Does being Canadian give us an exception??? Sorry eh.,"[' ', 'Canadian', 'exception', '   ', 'Sorry', 'eh']"
28,@GaryRMartin3 Does being Canadian give us an exception??? Sorry eh.,"[' ', 'Canadian', 'exception', '   ', 'Sorry', 'eh']"
29,@thetrotter13 Enjoying Rottnest Island ☀️ #rottnestisland #seaandsunsets #discoveryparkrottnest #glamping https://t.co/UQ2U8oQRFC,"[' ', 'Enjoying', 'Rottnest', 'Island', '   ', '#ottnestisland', '#eaandsunsets', '#iscoveryparkrottnest', '#lamping']"
30,@GaryRMartin3 Does being Canadian give us an exception??? Sorry eh.,"[' ', 'Canadian', 'exception', '   ', 'Sorry', 'eh']"
31,@GaryRMartin3 Does being Canadian give us an exception??? Sorry eh.,"[' ', 'Canadian', 'exception', '   ', 'Sorry', 'eh']"
32,@GaryRMartin3 Does being Canadian give us an exception??? Sorry eh.,"[' ', 'Canadian', 'exception', '   ', 'Sorry', 'eh']"
33,@GaryRMartin3 Does being Canadian give us an exception??? Sorry eh.,"[' ', 'Canadian', 'exception', '   ', 'Sorry', 'eh']"
34,"5 jobs I’ve had 

1. Nurse
2. Missionary 
3. Entrepreneur - Caterer
4. International recruiter 
5. Business Systems Lead","['  ', 'jobs', 've', '     ', 'Nurse', '   ', 'Missionary', '    ', 'Entrepreneur', '  ', 'Caterer', '   ', 'International', 'recruiter', '    ', 'Business', 'Systems', 'Lead']"
35,"5 jobs I’ve had 

1. Nurse
2. Missionary 
3. Entrepreneur - Caterer
4. International recruiter 
5. Business Systems Lead","['  ', 'jobs', 've', '     ', 'Nurse', '   ', 'Missionary', '    ', 'Entrepreneur', '  ', 'Caterer', '   ', 'International', 'recruiter', '    ', 'Business', 'Systems', 'Lead']"
36,@GaryRMartin3 Does being Canadian give us an exception??? Sorry eh.,"[' ', 'Canadian', 'exception', '   ', 'Sorry', 'eh']"
37,Perth. It’s a vibe 🤘🏻🖖🏽 @ScarletBlueTour @ScarletBlue9 @PG_Australia https://t.co/OszOnV9PaV,"['Perth', ' ', 's', 'vibe', '        ']"
38,@GaryRMartin3 Does being Canadian give us an exception??? Sorry eh.,"[' ', 'Canadian', 'exception', '   ', 'Sorry', 'eh']"
39,@GaryRMartin3 Does being Canadian give us an exception??? Sorry eh.,"[' ', 'Canadian', 'exception', '   ', 'Sorry', 'eh']"
40,@GaryRMartin3 Does being Canadian give us an exception??? Sorry eh.,"[' ', 'Canadian', 'exception', '   ', 'Sorry', 'eh']"
41,#socialanxietydisorder #liveyourlife #loveyourself #depression #mentalillness #instagood #likeforlikes @ Shenton Pa… https://t.co/BAcMIdW2ms,"['#ocialanxietydisorder', '#iveyourlife', '#oveyourself', '#epression', '#entalillness', '#nstagood', '#ikeforlikes', ' ', 'Shenton', 'Pa', ' ']"
42,#socialanxietydisorder #liveyourlife #loveyourself #depression #mentalillness #instagood #likeforlikes @ Shenton Pa… https://t.co/BAcMIdW2ms,"['#ocialanxietydisorder', '#iveyourlife', '#oveyourself', '#epression', '#entalillness', '#nstagood', '#ikeforlikes', ' ', 'Shenton', 'Pa', ' ']"
43,#socialanxietydisorder #liveyourlife #loveyourself #depression #mentalillness #instagood #likeforlikes @ Shenton Pa… https://t.co/BAcMIdW2ms,"['#ocialanxietydisorder', '#iveyourlife', '#oveyourself', '#epression', '#entalillness', '#nstagood', '#ikeforlikes', ' ', 'Shenton', 'Pa', ' ']"
44,"#parks #canningvale #cityofcanning #perth #soperth @ Canning Vale, Western Australia https://t.co/MYJAtt0sVF","['#arks', '#anningvale', '#ityofcanning', '#erth', '#operth', ' ', 'Canning', 'Vale', ' ', 'Western', 'Australia']"
45,@GaryRMartin3 Does being Canadian give us an exception??? Sorry eh.,"[' ', 'Canadian', 'exception', '   ', 'Sorry', 'eh']"
46,@GaryRMartin3 Does being Canadian give us an exception??? Sorry eh.,"[' ', 'Canadian', 'exception', '   ', 'Sorry', 'eh']"
47,Quick shag by the #SwanRiver tonight 😂🌅🌇 @tweetperth #justanotherdayinWA https://t.co/igY3MEheL1,"['Quick', 'shag', '#wanRiver', 'tonight', '     ', '#ustanotherdayinWA']"
48,Nothing like entering a comp thinking you’re a sniff of winning then coming away with the NAGA award. Not. A. Golfe… https://t.co/lzvOK6ib1n,"['like', 'entering', 'comp', 'thinking', 'sniff', 'winning', 'coming', 'away', 'NAGA', 'award', ' ', ' ', ' ', 'Golfe', ' ']"
49,@GaryRMartin3 Does being Canadian give us an exception??? Sorry eh.,"[' ', 'Canadian', 'exception', '   ', 'Sorry', 'eh']"
50,"#parks #canningvale #cityofcanning #perth #soperth @ Canning Vale, Western Australia https://t.co/MYJAtt0sVF","['#arks', '#anningvale', '#ityofcanning', '#erth', '#operth', ' ', 'Canning', 'Vale', ' ', 'Western', 'Australia']"
51,"#parks #canningvale #cityofcanning #perth #soperth @ Canning Vale, Western Australia https://t.co/MYJAtt0sVF","['#arks', '#anningvale', '#ityofcanning', '#erth', '#operth', ' ', 'Canning', 'Vale', ' ', 'Western', 'Australia']"
52,"#parks #canningvale #cityofcanning #perth #soperth @ Canning Vale, Western Australia https://t.co/MYJAtt0sVF","['#arks', '#anningvale', '#ityofcanning', '#erth', '#operth', ' ', 'Canning', 'Vale', ' ', 'Western', 'Australia']"
53,@GaryRMartin3 Does being Canadian give us an exception??? Sorry eh.,"[' ', 'Canadian', 'exception', '   ', 'Sorry', 'eh']"
54,"#parks #canningvale #cityofcanning #perth #soperth @ Canning Vale, Western Australia https://t.co/MYJAtt0sVF","['#arks', '#anningvale', '#ityofcanning', '#erth', '#operth', ' ', 'Canning', 'Vale', ' ', 'Western', 'Australia']"
55,"#parks #canningvale #cityofcanning #perth #soperth @ Canning Vale, Western Australia https://t.co/MYJAtt0sVF","['#arks', '#anningvale', '#ityofcanning', '#erth', '#operth', ' ', 'Canning', 'Vale', ' ', 'Western', 'Australia']"
56,"5 jobs I’ve had 

1. Nurse
2. Missionary 
3. Entrepreneur - Caterer
4. International recruiter 
5. Business Systems Lead","['  ', 'jobs', 've', '     ', 'Nurse', '   ', 'Missionary', '    ', 'Entrepreneur', '  ', 'Caterer', '   ', 'International', 'recruiter', '    ', 'Business', 'Systems', 'Lead']"
57,@GaryRMartin3 Does being Canadian give us an exception??? Sorry eh.,"[' ', 'Canadian', 'exception', '   ', 'Sorry', 'eh']"
58,@GaryRMartin3 Does being Canadian give us an exception??? Sorry eh.,"[' ', 'Canadian', 'exception', '   ', 'Sorry', 'eh']"
59,@GaryRMartin3 Does being Canadian give us an exception??? Sorry eh.,"[' ', 'Canadian', 'exception', '   ', 'Sorry', 'eh']"
60,#socialanxietydisorder #liveyourlife #loveyourself #depression #mentalillness #instagood #likeforlikes @ Shenton Pa… https://t.co/BAcMIdW2ms,"['#ocialanxietydisorder', '#iveyourlife', '#oveyourself', '#epression', '#entalillness', '#nstagood', '#ikeforlikes', ' ', 'Shenton', 'Pa', ' ']"
61,@GaryRMartin3 Does being Canadian give us an exception??? Sorry eh.,"[' ', 'Canadian', 'exception', '   ', 'Sorry', 'eh']"
62,@GaryRMartin3 Does being Canadian give us an exception??? Sorry eh.,"[' ', 'Canadian', 'exception', '   ', 'Sorry', 'eh']"
63,@GaryRMartin3 Does being Canadian give us an exception??? Sorry eh.,"[' ', 'Canadian', 'exception', '   ', 'Sorry', 'eh']"
64,@GaryRMartin3 Does being Canadian give us an exception??? Sorry eh.,"[' ', 'Canadian', 'exception', '   ', 'Sorry', 'eh']"
65,"#parks #canningvale #cityofcanning #perth #soperth @ Canning Vale, Western Australia https://t.co/MYJAtt0sVF","['#arks', '#anningvale', '#ityofcanning', '#erth', '#operth', ' ', 'Canning', 'Vale', ' ', 'Western', 'Australia']"
66,"#parks #canningvale #cityofcanning #perth #soperth @ Canning Vale, Western Australia https://t.co/MYJAtt0sVF","['#arks', '#anningvale', '#ityofcanning', '#erth', '#operth', ' ', 'Canning', 'Vale', ' ', 'Western', 'Australia']"
67,"#parks #canningvale #cityofcanning #perth #soperth @ Canning Vale, Western Australia https://t.co/MYJAtt0sVF","['#arks', '#anningvale', '#ityofcanning', '#erth', '#operth', ' ', 'Canning', 'Vale', ' ', 'Western', 'Australia']"
68,@GaryRMartin3 Does being Canadian give us an exception??? Sorry eh.,"[' ', 'Canadian', 'exception', '   ', 'Sorry', 'eh']"
69,"@JudkinsSimon All right, let's do this!

1. Fire performer
2. Bar manager
3. House Cleaner
4. Disability support wo… https://t.co/7PbvZeLFKs","[' ', 'right', ' ', 'let', 's', '     ', 'Fire', 'performer', '   ', 'Bar', 'manager', '   ', 'House', 'Cleaner', '   ', 'Disability', 'support', 'wo', ' ']"
70,@GaryRMartin3 Does being Canadian give us an exception??? Sorry eh.,"[' ', 'Canadian', 'exception', '   ', 'Sorry', 'eh']"
71,@GaryRMartin3 Does being Canadian give us an exception??? Sorry eh.,"[' ', 'Canadian', 'exception', '   ', 'Sorry', 'eh']"
72,"5 jobs I’ve had 

1. Nurse
2. Missionary 
3. Entrepreneur - Caterer
4. International recruiter 
5. Business Systems Lead","['  ', 'jobs', 've', '     ', 'Nurse', '   ', 'Missionary', '    ', 'Entrepreneur', '  ', 'Caterer', '   ', 'International', 'recruiter', '    ', 'Business', 'Systems', 'Lead']"
73,"5 jobs I’ve had 

1. Nurse
2. Missionary 
3. Entrepreneur - Caterer
4. International recruiter 
5. Business Systems Lead","['  ', 'jobs', 've', '     ', 'Nurse', '   ', 'Missionary', '    ', 'Entrepreneur', '  ', 'Caterer', '   ', 'International', 'recruiter', '    ', 'Business', 'Systems', 'Lead']"
74,@GaryRMartin3 Does being Canadian give us an exception??? Sorry eh.,"[' ', 'Canadian', 'exception', '   ', 'Sorry', 'eh']"
75,@GaryRMartin3 Does being Canadian give us an exception??? Sorry eh.,"[' ', 'Canadian', 'exception', '   ', 'Sorry', 'eh']"
76,@GaryRMartin3 Does being Canadian give us an exception??? Sorry eh.,"[' ', 'Canadian', 'exception', '   ', 'Sorry', 'eh']"
77,"5 jobs I’ve had 

1. Nurse
2. Missionary 
3. Entrepreneur - Caterer
4. International recruiter 
5. Business Systems Lead","['  ', 'jobs', 've', '     ', 'Nurse', '   ', 'Missionary', '    ', 'Entrepreneur', '  ', 'Caterer', '   ', 'International', 'recruiter', '    ', 'Business', 'Systems', 'Lead']"
78,@GaryRMartin3 Does being Canadian give us an exception??? Sorry eh.,"[' ', 'Canadian', 'exception', '   ', 'Sorry', 'eh']"
79,@GaryRMartin3 Does being Canadian give us an exception??? Sorry eh.,"[' ', 'Canadian', 'exception', '   ', 'Sorry', 'eh']"
80,@GaryRMartin3 Does being Canadian give us an exception??? Sorry eh.,"[' ', 'Canadian', 'exception', '   ', 'Sorry', 'eh']"
81,#socialanxietydisorder #liveyourlife #loveyourself #depression #mentalillness #instagood #likeforlikes @ Shenton Pa… https://t.co/BAcMIdW2ms,"['#ocialanxietydisorder', '#iveyourlife', '#oveyourself', '#epression', '#entalillness', '#nstagood', '#ikeforlikes', ' ', 'Shenton', 'Pa', ' ']"
82,@GaryRMartin3 Does being Canadian give us an exception??? Sorry eh.,"[' ', 'Canadian', 'exception', '   ', 'Sorry', 'eh']"
83,@GaryRMartin3 Does being Canadian give us an exception??? Sorry eh.,"[' ', 'Canadian', 'exception', '   ', 'Sorry', 'eh']"
84,@GaryRMartin3 Does being Canadian give us an exception??? Sorry eh.,"[' ', 'Canadian', 'exception', '   ', 'Sorry', 'eh']"
85,@GaryRMartin3 Does being Canadian give us an exception??? Sorry eh.,"[' ', 'Canadian', 'exception', '   ', 'Sorry', 'eh']"
86,#socialanxietydisorder #liveyourlife #loveyourself #depression #mentalillness #instagood #likeforlikes @ Shenton Pa… https://t.co/BAcMIdW2ms,"['#ocialanxietydisorder', '#iveyourlife', '#oveyourself', '#epression', '#entalillness', '#nstagood', '#ikeforlikes', ' ', 'Shenton', 'Pa', ' ']"
87,"#parks #canningvale #cityofcanning #perth #soperth @ Canning Vale, Western Australia https://t.co/MYJAtt0sVF","['#arks', '#anningvale', '#ityofcanning', '#erth', '#operth', ' ', 'Canning', 'Vale', ' ', 'Western', 'Australia']"
88,@thetrotter13 Enjoying Rottnest Island ☀️ #rottnestisland #seaandsunsets #discoveryparkrottnest #glamping https://t.co/UQ2U8oQRFC,"[' ', 'Enjoying', 'Rottnest', 'Island', '   ', '#ottnestisland', '#eaandsunsets', '#iscoveryparkrottnest', '#lamping']"
89,"#parks #canningvale #cityofcanning #perth #soperth @ Canning Vale, Western Australia https://t.co/MYJAtt0sVF","['#arks', '#anningvale', '#ityofcanning', '#erth', '#operth', ' ', 'Canning', 'Vale', ' ', 'Western', 'Australia']"
90,@GaryRMartin3 Does being Canadian give us an exception??? Sorry eh.,"[' ', 'Canadian', 'exception', '   ', 'Sorry', 'eh']"
91,"#parks #canningvale #cityofcanning #perth #soperth @ Canning Vale, Western Australia https://t.co/MYJAtt0sVF","['#arks', '#anningvale', '#ityofcanning', '#erth', '#operth', ' ', 'Canning', 'Vale', ' ', 'Western', 'Australia']"
92,@GaryRMartin3 Does being Canadian give us an exception??? Sorry eh.,"[' ', 'Canadian', 'exception', '   ', 'Sorry', 'eh']"
93,@GaryRMartin3 Does being Canadian give us an exception??? Sorry eh.,"[' ', 'Canadian', 'exception', '   ', 'Sorry', 'eh']"
94,"#parks #canningvale #cityofcanning #perth #soperth @ Canning Vale, Western Australia https://t.co/MYJAtt0sVF","['#arks', '#anningvale', '#ityofcanning', '#erth', '#operth', ' ', 'Canning', 'Vale', ' ', 'Western', 'Australia']"
95,"#parks #canningvale #cityofcanning #perth #soperth @ Canning Vale, Western Australia https://t.co/MYJAtt0sVF","['#arks', '#anningvale', '#ityofcanning', '#erth', '#operth', ' ', 'Canning', 'Vale', ' ', 'Western', 'Australia']"
96,@GaryRMartin3 Does being Canadian give us an exception??? Sorry eh.,"[' ', 'Canadian', 'exception', '   ', 'Sorry', 'eh']"
97,@GaryRMartin3 Does being Canadian give us an exception??? Sorry eh.,"[' ', 'Canadian', 'exception', '   ', 'Sorry', 'eh']"
98,@GaryRMartin3 Does being Canadian give us an exception??? Sorry eh.,"[' ', 'Canadian', 'exception', '   ', 'Sorry', 'eh']"
99,@GaryRMartin3 Does being Canadian give us an exception??? Sorry eh.,"[' ', 'Canadian', 'exception', '   ', 'Sorry', 'eh']"
100,#socialanxietydisorder #liveyourlife #loveyourself #depression #mentalillness #instagood #likeforlikes @ Shenton Pa… https://t.co/BAcMIdW2ms,"['#ocialanxietydisorder', '#iveyourlife', '#oveyourself', '#epression', '#entalillness', '#nstagood', '#ikeforlikes', ' ', 'Shenton', 'Pa', ' ']"
101,#socialanxietydisorder #liveyourlife #loveyourself #depression #mentalillness #instagood #likeforlikes @ Shenton Pa… https://t.co/BAcMIdW2ms,"['#ocialanxietydisorder', '#iveyourlife', '#oveyourself', '#epression', '#entalillness', '#nstagood', '#ikeforlikes', ' ', 'Shenton', 'Pa', ' ']"
102,#socialanxietydisorder #liveyourlife #loveyourself #depression #mentalillness #instagood #likeforlikes @ Shenton Pa… https://t.co/BAcMIdW2ms,"['#ocialanxietydisorder', '#iveyourlife', '#oveyourself', '#epression', '#entalillness', '#nstagood', '#ikeforlikes', ' ', 'Shenton', 'Pa', ' ']"
103,#socialanxietydisorder #liveyourlife #loveyourself #depression #mentalillness #instagood #likeforlikes @ Shenton Pa… https://t.co/BAcMIdW2ms,"['#ocialanxietydisorder', '#iveyourlife', '#oveyourself', '#epression', '#entalillness', '#nstagood', '#ikeforlikes', ' ', 'Shenton', 'Pa', ' ']"
104,#socialanxietydisorder #liveyourlife #loveyourself #depression #mentalillness #instagood #likeforlikes @ Shenton Pa… https://t.co/BAcMIdW2ms,"['#ocialanxietydisorder', '#iveyourlife', '#oveyourself', '#epression', '#entalillness', '#nstagood', '#ikeforlikes', ' ', 'Shenton', 'Pa', ' ']"
105,#socialanxietydisorder #liveyourlife #loveyourself #depression #mentalillness #instagood #likeforlikes @ Shenton Pa… https://t.co/BAcMIdW2ms,"['#ocialanxietydisorder', '#iveyourlife', '#oveyourself', '#epression', '#entalillness', '#nstagood', '#ikeforlikes', ' ', 'Shenton', 'Pa', ' ']"
106,@GaryRMartin3 Does being Canadian give us an exception??? Sorry eh.,"[' ', 'Canadian', 'exception', '   ', 'Sorry', 'eh']"
107,@GaryRMartin3 Does being Canadian give us an exception??? Sorry eh.,"[' ', 'Canadian', 'exception', '   ', 'Sorry', 'eh']"
108,#Joe2020,"['#oe', '   ']"
109,@GaryRMartin3 Does being Canadian give us an exception??? Sorry eh.,"[' ', 'Canadian', 'exception', '   ', 'Sorry', 'eh']"
110,@GaryRMartin3 Does being Canadian give us an exception??? Sorry eh.,"[' ', 'Canadian', 'exception', '   ', 'Sorry', 'eh']"
111,@GaryRMartin3 Does being Canadian give us an exception??? Sorry eh.,"[' ', 'Canadian', 'exception', '   ', 'Sorry', 'eh']"
112,@GaryRMartin3 Does being Canadian give us an exception??? Sorry eh.,"[' ', 'Canadian', 'exception', '   ', 'Sorry', 'eh']"
113,@GaryRMartin3 Does being Canadian give us an exception??? Sorry eh.,"[' ', 'Canadian', 'exception', '   ', 'Sorry', 'eh']"
114,@GaryRMartin3 Does being Canadian give us an exception??? Sorry eh.,"[' ', 'Canadian', 'exception', '   ', 'Sorry', 'eh']"
115,"#parks #canningvale #cityofcanning #perth #soperth @ Canning Vale, Western Australia https://t.co/MYJAtt0sVF","['#arks', '#anningvale', '#ityofcanning', '#erth', '#operth', ' ', 'Canning', 'Vale', ' ', 'Western', 'Australia']"
116,@GaryRMartin3 Does being Canadian give us an exception??? Sorry eh.,"[' ', 'Canadian', 'exception', '   ', 'Sorry', 'eh']"
117,"#parks #canningvale #cityofcanning #perth #soperth @ Canning Vale, Western Australia https://t.co/MYJAtt0sVF","['#arks', '#anningvale', '#ityofcanning', '#erth', '#operth', ' ', 'Canning', 'Vale', ' ', 'Western', 'Australia']"
118,"#parks #canningvale #cityofcanning #perth #soperth @ Canning Vale, Western Australia https://t.co/MYJAtt0sVF","['#arks', '#anningvale', '#ityofcanning', '#erth', '#operth', ' ', 'Canning', 'Vale', ' ', 'Western', 'Australia']"
119,@GaryRMartin3 Does being Canadian give us an exception??? Sorry eh.,"[' ', 'Canadian', 'exception', '   ', 'Sorry', 'eh']"
120,@GaryRMartin3 Does being Canadian give us an exception??? Sorry eh.,"[' ', 'Canadian', 'exception', '   ', 'Sorry', 'eh']"
121,"#parks #canningvale #cityofcanning #perth #soperth @ Canning Vale, Western Australia https://t.co/MYJAtt0sVF","['#arks', '#anningvale', '#ityofcanning', '#erth', '#operth', ' ', 'Canning', 'Vale', ' ', 'Western', 'Australia']"
122,@GaryRMartin3 Does being Canadian give us an exception??? Sorry eh.,"[' ', 'Canadian', 'exception', '   ', 'Sorry', 'eh']"
123,@GaryRMartin3 Does being Canadian give us an exception??? Sorry eh.,"[' ', 'Canadian', 'exception', '   ', 'Sorry', 'eh']"
124,@GaryRMartin3 Does being Canadian give us an exception??? Sorry eh.,"[' ', 'Canadian', 'exception', '   ', 'Sorry', 'eh']"
125,@GaryRMartin3 Does being Canadian give us an exception??? Sorry eh.,"[' ', 'Canadian', 'exception', '   ', 'Sorry', 'eh']"
126,@GaryRMartin3 Does being Canadian give us an exception??? Sorry eh.,"[' ', 'Canadian', 'exception', '   ', 'Sorry', 'eh']"
127,@GaryRMartin3 Does being Canadian give us an exception??? Sorry eh.,"[' ', 'Canadian', 'exception', '   ', 'Sorry', 'eh']"
128,#Joe2020,"['#oe', '   ']"
129,😢😢,['  ']
130,@GaryRMartin3 Does being Canadian give us an exception??? Sorry eh.,"[' ', 'Canadian', 'exception', '   ', 'Sorry', 'eh']"
131,#socialanxietydisorder #liveyourlife #loveyourself #depression #mentalillness #instagood #likeforlikes @ Shenton Pa… https://t.co/BAcMIdW2ms,"['#ocialanxietydisorder', '#iveyourlife', '#oveyourself', '#epression', '#entalillness', '#nstagood', '#ikeforlikes', ' ', 'Shenton', 'Pa', ' ']"
132,#socialanxietydisorder #liveyourlife #loveyourself #depression #mentalillness #instagood #likeforlikes @ Shenton Pa… https://t.co/BAcMIdW2ms,"['#ocialanxietydisorder', '#iveyourlife', '#oveyourself', '#epression', '#entalillness', '#nstagood', '#ikeforlikes', ' ', 'Shenton', 'Pa', ' ']"
133,#socialanxietydisorder #liveyourlife #loveyourself #depression #mentalillness #instagood #likeforlikes @ Shenton Pa… https://t.co/BAcMIdW2ms,"['#ocialanxietydisorder', '#iveyourlife', '#oveyourself', '#epression', '#entalillness', '#nstagood', '#ikeforlikes', ' ', 'Shenton', 'Pa', ' ']"
134,@GaryRMartin3 Does being Canadian give us an exception??? Sorry eh.,"[' ', 'Canadian', 'exception', '   ', 'Sorry', 'eh']"
135,😢😢,['  ']
136,@GaryRMartin3 Does being Canadian give us an exception??? Sorry eh.,"[' ', 'Canadian', 'exception', '   ', 'Sorry', 'eh']"
